timestamp,outcome1_cents,outcome1_decimal,outcome1_probability,outcome2_cents,outcome2_decimal,outcome2_probability,latency
2025-12-06 00:36:39.888,45,2.18,0.46,54,1.82,0.55,635
2025-12-06 00:36:41.009,45,2.18,0.46,54,1.82,0.55,611
2025-12-06 00:36:42.298,45,2.18,0.46,54,1.82,0.55,593
2025-12-06 00:36:43.460,45,2.18,0.46,54,1.82,0.55,608
2025-12-06 00:36:44.629,45,2.18,0.46,54,1.82,0.55,649
2025-12-06 00:36:45.756,45,2.18,0.46,54,1.82,0.55,616
2025-12-06 00:36:46.882,45,2.18,0.46,54,1.82,0.55,617
2025-12-06 00:36:48.214,45,2.18,0.46,54,1.82,0.55,673
2025-12-06 00:36:49.670,45,2.18,0.46,54,1.82,0.55,602
2025-12-06 00:36:51.059,45,2.18,0.46,54,1.82,0.55,880
2025-12-06 00:36:52.202,45,2.18,0.46,54,1.82,0.55,615
2025-12-06 00:36:53.376,45,2.18,0.46,54,1.82,0.55,607
2025-12-06 00:36:54.501,45,2.18,0.46,54,1.82,0.55,602
2025-12-06 00:36:56.356,45,2.18,0.46,54,1.82,0.55,1305
2025-12-06 00:36:57.461,45,2.18,0.46,54,1.82,0.55,597
2025-12-06 00:36:58.569,45,2.18,0.46,54,1.82,0.55,599
2025-12-06 00:36:59.914,45,2.18,0.46,54,1.82,0.55,597
2025-12-06 00:37:01.064,45,2.18,0.46,54,1.82,0.55,602
2025-12-06 00:37:02.203,45,2.18,0.46,54,1.82,0.55,623
2025-12-06 00:37:03.310,45,2.18,0.46,54,1.82,0.55,601
2025-12-06 00:37:04.420,45,2.18,0.46,54,1.82,0.55,601
2025-12-06 00:37:05.566,45,2.18,0.46,54,1.82,0.55,592
2025-12-06 00:37:06.672,45,2.18,0.46,54,1.82,0.55,593
2025-12-06 00:37:07.828,45,2.18,0.46,54,1.82,0.55,640
2025-12-06 00:37:08.998,45,2.18,0.46,54,1.82,0.55,619
2025-12-06 00:37:10.131,45,2.18,0.46,54,1.82,0.55,615
2025-12-06 00:37:11.431,45,2.18,0.46,54,1.82,0.55,776
2025-12-06 00:37:12.743,45,2.18,0.46,54,1.82,0.55,606
2025-12-06 00:37:14.004,45,2.18,0.46,54,1.82,0.55,754
2025-12-06 00:37:15.136,45,2.18,0.46,54,1.82,0.55,622
2025-12-06 00:37:16.266,45,2.18,0.46,54,1.82,0.55,618
2025-12-06 00:37:17.595,45,2.18,0.46,54,1.82,0.55,611
2025-12-06 00:37:18.773,45,2.18,0.46,54,1.82,0.55,611
2025-12-06 00:37:19.925,45,2.18,0.46,54,1.82,0.55,645
2025-12-06 00:37:21.044,45,2.18,0.46,54,1.82,0.55,608
